Straße;Hausnummernbereich;PLZ;Stadtteil
"Unterscheider Weg";"19 - 61";"51467";"Schildgen"
"Unterscheider Weg";"44 - 64";"51467";"Schildgen"
"Unterscheider Weg";"66 - 68";"51467";"Schildgen"
"Untersteinbach";"1 - 21";"51429";"Asselborn"
"Untersteinbach";"2 - 10";"51429";"Asselborn"
"Untersteinbach";"14 - 28";"51429";"Asselborn"
"Unterthal";"1 - 3";"51465";"Herrenstrunden"
"Unterthal";"4 - 4";"51465";"Herrenstrunden"
"Unterthal";"5 - 10";"51465";"Herrenstrunden"
"Untervolbach";"2 - 72";"51429";"Herkenrath"
"Untervolbach";"51 - 75";"51429";"Herkenrath"
"Urbanstraße";"7 - 29";"51469";"Gronau"
"Urbanstraße";"12 - 32";"51469";"Gronau"
"Veilchenweg";"1 - 7";"51427";"Refrath"
"Veilchenweg";"2 - 4";"51427";"Refrath"
"Velsenstraße";"1 - 5";"51469";"Gronau"
"Velsenstraße";"2 - 6";"51469";"Gronau"
"Velsenstraße";"8 - 16";"51469";"Gronau"
"Vinzenz-Feckter-Straße";"1 - 5";"51469";"Hand"
"Vinzenz-Feckter-Straße";"2 - 38";"51469";"Hand"
"Vinzenz-Feckter-Straße";"7 - 17";"51469";"Hand"
"Vinzenz-Pallotti-Straße";"3 - 25";"51429";"Bockenberg"
"Vinzenz-Pallotti-Straße";"14 - 18";"51429";"Bockenberg"
"Vinzenz-Pallotti-Straße";"20 - 26";"51429";"Bockenberg"
"Vinzenz-Pallotti-Straße";"39 - 39";"51429";"Bensberg"
"Virchowstraße";"1 - 9";"51427";"Refrath"
"Virchowstraße";"2 - 20";"51427";"Refrath"
"Voiskülheim";"2 - 4";"51429";"Bärbroich"
"Voiskülheim";"3 - 9";"51429";"Bärbroich"
"Voislöhe";"3 - 18";"51429";"Herkenrath"
"Voiswinkeler Straße";"1 - 25";"51467";"Schildgen"
"Voiswinkeler Straße";"2 - 20";"51467";"Schildgen"
"Voiswinkeler Straße";"22 - 40";"51467";"Schildgen"
"Voiswinkeler Straße";"27 - 55";"51467";"Schildgen"
"Voiswinkeler Straße";"42 - 80";"51467";"Schildgen"
"Voiswinkeler Straße";"57 - 59";"51467";"Schildgen"
"Voiswinkeler Straße";"61 - 75";"51467";"Schildgen"
"Voiswinkeler Straße";"213 - 233";"51467";"Schildgen"
"Volbach";"1 - 3";"51429";"Herkenrath"
"Volbach";"19 - 19";"51429";"Herkenrath"
"Volbach";"21 - 57";"51429";"Herkenrath"
"Volbach";"28 - 50";"51429";"Herkenrath"
"Volbacher Berg";"1 - 15";"51429";"Herkenrath"
"Volbacher Berg";"2 - 10";"51429";"Herkenrath"
"Volbacher Mühle";"1 - 1";"51429";"Herkenrath"
"Vollmühlenweg";"3 - 5";"51465";"Stadtmitte"
"Vollmühlenweg";"14 - 22";"51465";"Stadtmitte"
"Von-Andreae-Straße";"1 - 23";"51427";"Lustheide"
"Von-Andreae-Straße";"2 - 20";"51427";"Lustheide"
"Von-Andreae-Straße";"25 - 31";"51427";"Lustheide"
"Von-Bodelschwingh-Straße";"1 - 19";"51469";"Paffrath"
"Von-Bodelschwingh-Straße";"2 - 36";"51469";"Paffrath"
"Von-Bodelschwingh-Straße";"23 - 33";"51469";"Paffrath"
"Von-Bodelschwingh-Straße";"38 - 48";"51469";"Paffrath"
"Von-Ketteler-Straße";"1 - 17";"51469";"Paffrath"
"Von-Ketteler-Straße";"2 - 56";"51469";"Paffrath"
"Von-Steinen-Straße";"1 - 9";"51429";"Herkenrath"
"Von-Steinen-Straße";"2 - 14";"51429";"Herkenrath"
"Von-Zweiffel-Straße";"20 - 26";"51429";"Moitzfeld"
"Von-Zweiffel-Straße";"37 - 39";"51429";"Moitzfeld"
"Von-Zweiffel-Straße";"43 - 43";"51429";"Moitzfeld"
"Vürfels";"1 - 21";"51427";"Refrath"
"Vürfels";"6 - 10";"51427";"Refrath"
"Vürfels";"12 - 20";"51427";"Refrath"
"Vürfels";"23 - 53";"51427";"Refrath"
"Vürfels";"30 - 46";"51427";"Refrath"
"Vürfels";"52 - 54";"51427";"Refrath"
"Vürfels";"57 - 81";"51427";"Refrath"
"Vürfels";"58 - 78";"51427";"Refrath"
"Vürfels";"87 - 103";"51427";"Refrath"
"Vürfels";"100 - 102";"51427";"Refrath"
"Vürfelser Kaule";"1 - 3";"51427";"Lustheide"
"Vürfelser Kaule";"2 - 24";"51427";"Lustheide"
"Vürfelser Kaule";"5 - 11";"51427";"Lustheide"
"Vürfelser Kaule";"17 - 19";"51427";"Lustheide"
"Vürfelser Kaule";"21 - 39";"51427";"Refrath"
"Vürfelser Kaule";"26 - 36";"51427";"Refrath"
"Vürfelser Kaule";"38 - 38";"51427";"Refrath"
"Vürfelser Kaule";"44 - 50";"51427";"Refrath"
"Vürfelser Kaule";"51 - 53";"51427";"Refrath"
"Wachendorffstraße";"2 - 3";"51429";"Lückerath"
"Wagnerstraße";"7 - 87";"51467";"Schildgen"
"Wagnerstraße";"12 - 22";"51467";"Schildgen"
"Wagnerstraße";"24 - 26";"51467";"Schildgen"
"Wagnerstraße";"28 - 30";"51467";"Schildgen"
"Wagnerstraße";"32 - 46";"51467";"Schildgen"
"Wagnerstraße";"48 - 56";"51467";"Schildgen"
"Waidmannstraße";"1 - 29";"51427";"Kippekausen"
"Waidmannstraße";"2 - 2";"51427";"Kippekausen"
"Waldgürtel";"1 - 13";"51427";"Frankenforst"
"Waldgürtel";"2 - 10";"51427";"Frankenforst"
"Waldgürtel";"12 - 20";"51427";"Frankenforst"
"Waldsiedlung Heidgen";"5 - 11";"51467";"Katterbach"
"Waldstraße";"1 - 27";"51467";"Schildgen"
"Waldstraße";"2 - 4";"51467";"Schildgen"
"Waldstraße";"6 - 22";"51467";"Schildgen"
"Waldstraße";"26 - 30";"51467";"Schildgen"
"Waldstraße";"32 - 36";"51467";"Schildgen"
"Waldstraße";"33 - 35";"51467";"Schildgen"
"Warder Hof";"3 - 23";"51469";"Heidkamp"
"Warder Hof";"8 - 20";"51469";"Heidkamp"
"Weidenbuscher Weg";"1 - 19";"51467";"Katterbach"
"Weidenbuscher Weg";"2 - 10";"51467";"Katterbach"
"Weidenbuscher Weg";"12 - 22";"51467";"Katterbach"
"Weidenbuscher Weg";"21 - 21";"51467";"Katterbach"
"Weidenbuscher Weg";"23 - 45";"51467";"Katterbach"
"Weidenbuscher Weg";"24 - 52";"51467";"Katterbach"
"Weidenweg";"1 - 15";"51427";"Refrath"
"Weidenweg";"2 - 10";"51427";"Refrath"
"Weißdornbusch";"1 - 17";"51467";"Katterbach"
"Weißdornbusch";"2 - 6";"51467";"Katterbach"
"Weizenfeld";"1 - 81";"51467";"Hebborn"
"Weizenfeld";"2 - 26";"51467";"Hebborn"
"Weizenfeld";"34 - 50";"51467";"Hebborn"
"Weizenfeld";"52 - 76";"51467";"Hebborn"
"Welscher Busch";"1 - 11";"51429";"Kaule"
"Welscher Busch";"2 - 10";"51429";"Kaule"
"Welscher Forst";"1 - 7";"51429";"Kaule"
"Welscher Heide";"2 - 14";"51429";"Kaule"
"Welscher Heide";"3 - 5";"51429";"Kaule"
"Welscher Heide";"7 - 15";"51429";"Kaule"
"Welscher Heide";"17 - 21";"51429";"Kaule"
"Welscher Heide";"18 - 38";"51429";"Kaule"
"Welscher Heide";"23 - 37";"51429";"Kaule"
"Welscher Heide";"40 - 50";"51429";"Kaule"
"Welscher Wiese";"2 - 7";"51429";"Kaule"
"Werheide";"3 - 15";"51427";"Alt-Refrath"
"Werheide";"4 - 12";"51427";"Alt-Refrath"
"Wesselsteinbach";"1 - 2";"51429";"Herkenrath"
"Weyerhardt";"1 - 17";"51429";"Bensberg"
"Weyerhardt";"4 - 32";"51429";"Bensberg"
"Weyerhof";"1 - 7";"51429";"Bensberg"
"Wichernstraße";"1 - 11";"51469";"Paffrath"
"Wichernstraße";"2 - 22";"51469";"Paffrath"
"Wichtelpfad";"1 - 6";"51469";"Heidkamp"
"Wichtelpfad";"7 - 12";"51469";"Heidkamp"
"Wickenpfädchen";"1 - 7";"51427";"Refrath"
"Wickenpfädchen";"8 - 14";"51427";"Refrath"
"Wickenpfädchen";"17 - 21";"51427";"Lustheide"
"Wickenpfädchen";"23 - 29";"51427";"Lustheide"
"Wickenpfädchen";"24 - 86";"51427";"Lustheide"
"Wickenpfädchen";"31 - 39";"51427";"Lustheide"
"Wieselplatz";"1 - 3";"51427";"Refrath"
"Wieselplatz";"2 - 4";"51427";"Refrath"
"Wiesenstraße";"1 - 13";"51469";"Heidkamp"
"Wiesenstraße";"2 - 20";"51469";"Heidkamp"
"Wiesenstraße";"15 - 19";"51469";"Heidkamp"
"Wiesenthal";"1 - 3";"51465";"Herrenstrunden"
"Wiesenwinkel";"1 - 9";"51429";"Kaule"
"Wiesenwinkel";"4 - 14";"51429";"Kaule"
"Wildpfad";"1 - 9";"51427";"Frankenforst"
"Wildpfad";"2 - 8";"51427";"Frankenforst"
"Wildphal";"1 - 21";"51429";"Bärbroich"
"Wildphal";"2 - 24";"51429";"Bärbroich"
"Wilhelm-Klein-Straße";"1 - 27";"51427";"Refrath"
"Wilhelm-Klein-Straße";"4 - 20";"51427";"Refrath"
"Wilhelm-Ostwald-Straße";"1 - 5";"51427";"Refrath"
"Wilhelm-Ostwald-Straße";"2 - 4";"51427";"Refrath"
"Wilhelm-Wagener-Platz";"1 - 1";"51429";"Bensberg"
"Wilhelm-Wagener-Platz";"10 - 10";"51429";"Bensberg"
"Wilhelmshöhe";"3 - 11";"51465";"Sand"
"Wilhelmshöhe";"4 - 6";"51465";"Sand"
"Wilhelmshöhe";"19 - 19";"51465";"Sand"
"Wilhelmshöhe";"30 - 40";"51465";"Sand"
"Willweg";"1 - 7";"51427";"Alt-Refrath"
"Willweg";"2 - 10";"51427";"Alt-Refrath"
"Willy-Brandt-Straße";"1 - 7";"51469";"Hand"
"Willy-Brandt-Straße";"13 - 19";"51469";"Hand"
"Willy-Brandt-Straße";"22 - 162";"51469";"Hand"
"Wingertsheide";"3 - 31";"51427";"Refrath"
"Wingertsheide";"12 - 14";"51427";"Refrath"
"Wingertsheide";"26 - 32";"51427";"Refrath"
"Wingertsheide";"33 - 53";"51427";"Refrath"
"Wingertsheide";"34 - 46";"51427";"Refrath"
"Wingertsheide";"48 - 62";"51427";"Frankenforst"
"Wingertsheide";"55 - 61";"51427";"Frankenforst"
"Wingertsheide";"64 - 66";"51427";"Frankenforst"
"Wingertsheide";"65 - 65";"51427";"Frankenforst"
"Wingertsheide";"67 - 69";"51427";"Frankenforst"
"Wipperfürther Straße";"2 - 6";"51429";"Bensberg"
"Wipperfürther Straße";"9 - 11";"51429";"Bensberg"
"Wipperfürther Straße";"10 - 84";"51429";"Bensberg"
"Wipperfürther Straße";"41 - 57";"51429";"Bensberg"
"Wipperfürther Straße";"59 - 69";"51429";"Bensberg"
"Wipperfürther Straße";"93 - 99";"51429";"Bensberg"
"Wipperfürther Straße";"106 - 120";"51429";"Bensberg"
"Wipperfürther Straße";"113 - 125";"51429";"Bensberg"
"Wittenbergstraße";"1 - 3";"51427";"Refrath"
"Wittenbergstraße";"2 - 10";"51427";"Refrath"
"Wohn";"1 - 1";"51429";"Bärbroich"
"Wolfsiefen";"2 - 3";"51429";"Bärbroich"
"Wolfsiefen";"5 - 7";"51429";"Bärbroich"
"Wulfshof";"1 - 1";"51429";"Moitzfeld"
"Wulfshof";"5 - 9";"51429";"Moitzfeld"
"Wüstenherscheid";"1 - 14";"51429";"Bärbroich"
"Zaunkönigweg";"1 - 5";"51467";"Hebborn"
"Zaunkönigweg";"2 - 8";"51467";"Hebborn"
"Zehntweg";"1 - 9";"51467";"Schildgen"
"Zehntweg";"2 - 10";"51467";"Schildgen"
"Zehntweg";"13 - 15";"51467";"Schildgen"
"Zehntweg";"14 - 36";"51467";"Schildgen"
"Zehntweg";"23 - 39";"51467";"Schildgen"
"Zehntweg";"38 - 44";"51467";"Schildgen"
"Zehntweg";"39 - 43";"51467";"Schildgen"
"Zehntweg";"45 - 53";"51467";"Schildgen"
"Zehntweg";"46 - 62";"51467";"Schildgen"
"Zeisigweg";"1 - 9";"51427";"Refrath"
"Zeisigweg";"2 - 14";"51427";"Refrath"
"Zeisigweg";"11 - 13";"51427";"Refrath"
"Zu den Sieben Zwergen";"1 - 5";"51469";"Heidkamp"
"Zu den Sieben Zwergen";"6 - 10";"51469";"Heidkamp"
"Zu den Wiesen";"1 - 11";"51429";"Bärbroich"
"Zu den Wiesen";"2 - 18";"51429";"Bärbroich"
"Zuckerhütchen";"1 - 3";"51429";"Bensberg"
"Zum Froschkönig";"1 - 1";"51469";"Heidkamp"
"Zum Froschkönig";"2 - 36";"51469";"Heidkamp"
"Zum Froschkönig";"33 - 35";"51469";"Heidkamp"
"Zum Kreuzbusch";"2 - 18";"51429";"Herkenrath"
"Zum Kreuzbusch";"3 - 13";"51429";"Herkenrath"
"Zum Scheider Feld";"1 - 3";"51467";"Schildgen"
"Zum Scheider Feld";"2 - 40";"51467";"Schildgen"
"Zum Scheider Feld";"11 - 57";"51467";"Schildgen"
"Zum Steinrutsch";"Hausnummer 1 geprüft";"51427";"Google Maps: Bergisch Gladbach-Bensberg"
"Zum Waschbach";"1 - 5";"51467";"Schildgen"
"Zum Waschbach";"4 - 10";"51467";"Schildgen"
"Zum Waschbach";"7 - 25";"51467";"Schildgen"
"Zum Waschbach";"12 - 22";"51467";"Schildgen"
"Zur Brücker Aue";"2 - 22";"51427";"Refrath"
"Zur Brücker Aue";"7 - 13";"51427";"Refrath"
"Zur Hardt";"1 - 5";"51429";"Bensberg"
"Zur Hardt";"6 - 10";"51429";"Bensberg"
